NIS;CATEGORIA;TIPO;RUBRO;DENOMINACION;PROVINCIA;PARTIDO;LOCALIDAD;CALLE;NUMERO;TITULAR;DDN;TELEFONO1;FAX;AREA;ZONA;NIS DEPENDENCIA;NOMBRE DEPENDENCIA;REGION;CATEGORIA DE SUCURSAL;EN RED;LIQUIDACION;EXENTO;DIVISION;SOCIEDAD;ALMACEN;CENTRO DE BENEFICIO;OFICINA DE CARGA DE CCT/ADMIN;CENTRO DE COSTO COMERCIAL;CENTRO DE COSTO COMERCIAL CORPORATIVO;CENTRO DE COSTO ELECTORAL;CENTRO DE COSTO GESTION DE RED;CENTRO DE COSTO OPERACIONES;CENTRO DE COSTO OPERATIVO;CENTRO DE COSTO RRHH;CENTRO DE COSTO SEGURIDAD;CENTRO DE COSTO ADMINISTRCION;CENTRO DE COSTO ADMISION;CENTRO DE COSTO CTP;CENTRO DE COSTO CTT;CENTRO DE COSTO TRANSPORTE;CENTRO DE COSTO LOGISTICA;Punto de Venta AUTO/AUTO;Punto de Venta CUENTA CORRIENTE;Punto de Venta MANUAL;Punto de Venta MANUAL/AUTO;Punto de Venta PLANTA MONTE GRANDE;Punto de Venta VIRTUAL;Punto de venta AUTO/AUTO;Punto de venta TERMINAL CARGA SAP;PAQAR_ADMISION;PAQAR_ENTREGA
A3357;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;UP COVENANT SAS - VAQUEROS;SALTA               ;CAPITAL                       ;SALTA;SAN MARTIN GENERAL JOSE DE                                                                  ;3430;ELIZABETH AMALIA ALFARO;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;8863;X;X
A3358;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;PUEBLO NUEVO;SALTA               ;GENERAL JOSE DE SAN MARTIN    ;SALVADOR MAZZA;CASTELLANOS JOAQUIN                                                                         ;219;FERNANDO CLAUDIO PADILLA YANI;;;;CUYO - NOA                    ;ZONA 8;A0027;POCITOS                       ;CUYO - NOA                    ;C;  ;;;P172;;;9171741172;;71017172;;;;;;;;;;;;;;;;;;;;;8985;X;X
A3360;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;BAUGAL SRL;SALTA               ;CAPITAL                       ;SALTA;BUENOS AIRES                                                                                ;1287;PABLO ALEJANDRO GUILLONI MAZANOWICS;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8991; ; 
A3361;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;TALI;SALTA               ;ORAN                          ;HIPOLITO YRIGOYEN;BROWN ALMIRANTE GUILLERMO                                                                   ;0;CATALINA ROSALIA TALI;;;;CUYO - NOA                    ;ZONA 8;A0033;SAN RAMON DE LA NUEVA ORAN    ;CUYO - NOA                    ;C;  ;;;P193;;;9171751193;;71017193;;;;;;;;;;;;;;;;;;;;;9040;X;X
A3362;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;FARMACIA PROGRESO;SALTA               ;CAPITAL                       ;SALTA;YANCI ZACARIAS                                                                              ;1115;DANIELA MONICA CARI;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9041;X;X
A3363;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;ARTESANIAS NORTEÑAS;SALTA               ;CAPITAL                       ;SALTA;LACROZE FEDERICO                                                                            ;1195;NELSON ARNALDO TORRES;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9108;X;X
A3364;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;ORAN PACK;SALTA               ;ORAN                          ;SAN RAMON DE LA NUEVA ORAN;LOPEZ Y PLANES VICENTE                                                                      ;456;MARTA DE LOS ANGELES GARNIER;;;;CUYO - NOA                    ;ZONA 8;A0033;SAN RAMON DE LA NUEVA ORAN    ;CUYO - NOA                    ;C;  ;;;P193;;;9171751193;;71017193;;;;;;;;;;;;;;;;;;;;;9109;X;X
A3365;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;RASEC DRUGSTORE;SALTA               ;CAPITAL                       ;SALTA;RADIO DEL PLATA                                                                             ;2769;JULIO CESAR MAIDANA;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9237;X;X
A3367;UNIDAD POSTAL                 ;UP;PUNTO CORREO ANT. COMERCIAL;B&G LIBRERIA;SALTA               ;METAN                         ;RIO PIEDRAS;BELGRANO                                                                                    ;0;JOSE LUIS ALBERTO GONZALEZ;;;;CUYO - NOA                    ;ZONA 8;A0025;METAN                         ;CUYO - NOA                    ;C;  ;;;P161;;;9171750161;;71017161;;;;;;;;;;;;;;;;;;;;;9239;X;X
A3368;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;THIMAI;SALTA               ;CAPITAL                       ;ATOCHA;ECHEVERRIA ESTEBAN                                                                          ;0;MARIBEL MELISA SERRANO;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9240;X;X
A3369;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;PETSHOP NOA;SALTA               ;CAPITAL                       ;SALTA;ALVEAR PRESIDENTE MARCELO TORCUATO DE                                                       ;1097;LUIS EMILIO LINARES ARANDA;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9324;X;X
A3370;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LAVANDERIA SARA;SALTA               ;CAPITAL                       ;SALTA;CERRO SUNCHAL                                                                               ;8700;NESTOR ROLANDO NUÑEZ;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9348;X;X
A3371;UNIDAD POSTAL                 ;UP;PUNTO CORREO INTEGRAL;DON POL;SALTA               ;CAPITAL                       ;SALTA;28;0;CARLA ESTEFANIA CASTAÑARES;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9401;X;X
A3372;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;EL MERCEDEÑO;SALTA               ;CERRILLOS                     ;LA MERCED;MENDOZA                                                                                     ;891;ALVARO LUIS JAVIER PASTRANA;;;;CUYO - NOA                    ;ZONA 8;A0013;CERRILLOS                     ;CUYO - NOA                    ;C;  ;;;P115;;;9171709115;;71017115;;;;;;;;;;;;;;;;;;;;;9486;X;X
A3373;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LA GORRA SALTA;SALTA               ;CAPITAL                       ;SALTA;RIVADAVIA BERNARDINO                                                                        ;409;RODRIGO FIGUEROA;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9491;X;X
A3374;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LOTERIA LA 25;SALTA               ;ROSARIO DE LA FRONTERA        ;ROSARIO DE LA FRONTERA;25 DE MAYO                                                                                  ;569;GABRIEL EDUARDO VILLALBA;;;;CUYO - NOA                    ;ZONA 8;A0029;ROSARIO DE LA FRONTERA        ;CUYO - NOA                    ;C;  ;;;P183;;;9171745183;;71017183;;;;;;;;;;;;;;;;;;;;;9492;X;X
A3375;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;LIBRERIA JOSE IRIS 1 CENTRO;SALTA               ;CAPITAL                       ;SALTA;BOLIVAR GENERAL SIMON                                                                       ;347;FERNANDA DANIELA SOTO;;;;CUYO - NOA                    ;ZONA 8;A0000;SALTA                         ;CUYO - NOA                    ;C;  ;;;P010;;;9171747010;;71017010;;;;;;;;;;;;;;;;;;;;;9493;X;X
A3376;UNIDAD POSTAL                 ;UP;PUNTO CORREO COMERCIAL;EMMAX;SALTA               ;CERRILLOS                     ;CERRILLOS;LOS PINARES                                                                                 ;0;MARIA VALERIA GANEM;;;;CUYO - NOA                    ;ZONA 8;A0013;CERRILLOS                     ;CUYO - NOA                    ;C;  ;;;P115;;;9171709115;;71017115;;;;;;;;;;;;;;;;;;;;;9494;X;X
B0000 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAN MARTIN;BUENOS AIRES        ;GENERAL SAN MARTIN            ;GENERAL SAN MARTIN;CAMPOS INTENDENTE ALBERTO MANUEL                                                            ;1951;BRINGAS MELISA;11;"4754-9502;4713-7129";4754-9502;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;A;SI;NO;NO;4224;COAR;4224;9250255224;;71025224;;;;;;;;;;;;;;2447;;;341;;;;;X;X
B0001 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );TIGRE;BUENOS AIRES        ;TIGRE                         ;TIGRE;CAZON DANIEL M                                                                              ;1140;KERPS BRITEZ JULIANA;11;4749-9989;4749-0245;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4231;COAR;4231;9253123231;;71025231;;;;;;;;;;;;;;2576;;;348;;;;;X;X
B0002 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VICENTE LOPEZ;BUENOS AIRES        ;VICENTE LOPEZ                 ;VICENTE LOPEZ;DEL LIBERTADOR                                                                              ;1202;ARAMAYO ADOLFO;11;4791-1203;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4251;COAR;4251;9253131251;;71025251;;;;;;;;;;;;;;2412;;;350;;;;;X;X
B0003 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VILLA ADELINA;BUENOS AIRES        ;SAN ISIDRO                    ;VILLA ADELINA;PARANA                                                                                      ;6001;DELVALLE ERICA;11;4708-0366;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4253;COAR;4253;9253115253;;71025253;;;;;;;;;;;;;;2504;;;351;;;;;X;X
B0004 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VILLA BALLESTER;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA GENERAL JOSE TOMAS GUIDO;LOPEZ VICENTE FIDEL                                                                         ;3044;LAUDONIO MARIA DE LOS ANGELES A/C;11;"4767-6331;4767-6285";;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4254;COAR;4254;9250255254;;71025254;;;;;;;;;;;;;;2381;;;352;;;;;X;X
B0005 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VILLA MARTELLI;BUENOS AIRES        ;VICENTE LOPEZ                 ;VILLA MARTELLI;LAPRIDA FRANCISCO NARCISO DE                                                                ;3586;SOLER MATIAS;11;;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4257;COAR;4257;9253131257;;71025257;;;;;;;;;;;;;;2448;;;358;;;;;X;X
B0006 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );JOSE LEON SUAREZ;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA BALLESTER;BUENOS AIRES                                                                                ;7479;ESPINOSA NADIA;11;"4729-7023;4729-1997";;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4182;COAR;4182;9250255182;;71025182;;;;;;;;;;;;;;8527;;;366;;;;;X;X
B0007 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LOMA HERMOSA;BUENOS AIRES        ;TRES DE FEBRERO               ;LOMA HERMOSA;PERON EVA                                                                                   ;9718;LACOSTE GERARDO;11;"4848-1772;4848-1748";;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4183;COAR;4183;9253128183;;71025183;;;;;;;;;;;;;;2732;;;377;;;;;X;X
B0009 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );ACASSUSO;BUENOS AIRES        ;SAN ISIDRO                    ;ACASSUSO;SANTA FE                                                                                    ;766;OGAS VIVIANA;11;4732-3764;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4101;COAR;4101;9253115101;;71025101;;;;;;;;;;;;;;2729;;;405;;;;;X;X
B0010 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SOLEIL;BUENOS AIRES        ;SAN ISIDRO                    ;BOULOGNE;IRIGOYEN DOCTOR BERNARDO DE                                                                 ;2647;LOPEZ NANCY;11;"4710-4575;4710-9029";4710-9087;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4227;COAR;4227;9253115227;;71025227;;;;;;;;;;;;;;3078;;;410;;;;;X;X
B0011 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );MARTINEZ UNICENTER;BUENOS AIRES        ;SAN ISIDRO                    ;MARTINEZ;PARANA                                                                                      ;3745;VIOLA PRIOLI AXEL;11;4717-2989;4717-2897;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4192;COAR;4192;9253115192;;71025192;;;;;;;;;;;;;;2449;;;411;;;;;X;X
B0012 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );BERNAL;BUENOS AIRES        ;QUILMES                       ;DON BOSCO;CASEROS                                                                                     ;1750;LOPEZ EMANUEL;11;4251-4835;4251-4916;METROPOLITANA                 ;ZONA 3;;;METROPOLITANA                 ;B;SI;NO;NO;4314;COAR;4314;9253101314;;71025314;;;;;;;;;;;;;;2378;;;2350;;;;;X;X
B0013 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VICTORIA;BUENOS AIRES        ;SAN FERNANDO                  ;VICTORIA;PERON PRESIDENTE JUAN DOMINGO                                                               ;2579;MANSILLA ANDREA;11;4745-0154;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4252;COAR;4252;9253114252;;71025252;;;;;;;;;;;;;;2413;;;307;;;;;X;X
B0014 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );FLORIDA;BUENOS AIRES        ;VICENTE LOPEZ                 ;FLORIDA;SAN MARTIN GENERAL JOSE DE                                                                  ;2849;BRAECKMAN VANINA;11;"4797-2794;4837-9596";4791-4643;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4151;COAR;4151;9253131151;;71025151;;;;;;;;;;;;;;2491;;;309;;;;;X;X
B0015 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL PACHECO;BUENOS AIRES        ;TIGRE                         ;GENERAL PACHECO;DE LOS CONSTITUYENTES                                                                       ;532;GARCETE GLORIA;11;5126-5813;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4161;COAR;4161;9253123161;;71025161;;;;;;;;;;;;;;2492;;;310;;;;;X;X
B0016 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );VILLA LYNCH;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA LYNCH;LIBANO REPUBLICA DEL                                                                        ;4041;LIONIL LARA;11;4508-9590;4755-9531;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4256;COAR;4256;9250255256;;71025256;;;;;;;;;;;;;;2450;;;322;;;;;X;X
B0020 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );OLIVOS;BUENOS AIRES        ;VICENTE LOPEZ                 ;OLIVOS;MAIPU                                                                                       ;2683;PORRO SANTIAGO;11;4711-5734;4799-5270;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4201;COAR;4201;9253131201;;71025201;;;;;;;;;;;;;;2451;;;2306;;;;;X;X
B0021 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );PUENTE SAAVEDRA;BUENOS AIRES        ;VICENTE LOPEZ                 ;FLORIDA;MAIPU                                                                                       ;438;MONTOYA FRANCISCO;11;"4791-3617;4549-4339";;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4211;COAR;4211;9253131211;;71025211;;;;;;;;;;;;;;2452;;;331;;;;;X;X
B0022 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAN ANDRES;BUENOS AIRES        ;GENERAL SAN MARTIN            ;VILLA MARQUES DE AGUADO;FLORIDA                                                                                     ;3063;RODOLFO ROJAS;11;4713-9011;4713-8800;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4221;COAR;4221;9250255221;;71025221;;;;;;;;;;;;;;;;336;;;;;;X;X
B0023 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAN FERNANDO;BUENOS AIRES        ;SAN FERNANDO                  ;SAN FERNANDO;PERON PRESIDENTE JUAN DOMINGO                                                               ;438;BONELLI VANESA;11;8059-0156;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4222;COAR;4222;9253114222;;71025222;;;;;;;;;;;;;;2453;;;2326;;;;;X;X
B0024 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAN ISIDRO;BUENOS AIRES        ;SAN ISIDRO                    ;SAN ISIDRO;ALSINA                                                                                      ;102;LEIVA EVANGELINA;11;4707-0471;4732-9423;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4223;COAR;4223;9253115223;;71025223;;;;;;;;;;;;;;2382;;;339;;;;;X;X
B0030 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAN MIGUEL;BUENOS AIRES        ;SAN MIGUEL                    ;SAN MIGUEL;BELGRANO MANUEL                                                                             ;1398;ZINNI ANALIA;11;"4667-0003;4664-6265";;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4225;COAR;4225;9253116225;;71025225;;;;;;;;;;;;;;2379;;;342;;;;;X;X
B0031 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );BELLA VISTA;BUENOS AIRES        ;SAN MIGUEL                    ;BELLA VISTA;MORON SENADOR                                                                               ;1090;FERNANDEZ MARIANA A/C;11;4666-0303;4666-0050;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4111;COAR;4111;9253116111;;71025111;;;;;;;;;;;;;;2383;;;295;;;;;X;X
B0032 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );BOULOGNE;BUENOS AIRES        ;SAN ISIDRO                    ;BOULOGNE;MARADONA DIEGO ARMANDO                                                                      ;2384;LOPEZ ANA;11;4766-4202;;METROPOLITANA                 ;ZONA 6;;;METROPOLITANA                 ;B;SI;NO;NO;4113;COAR;4113;9253115113;;71025113;;;;;;;;;;;;;;2505;;;298;;;;;X;X
B0033 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );HURLINGHAM;BUENOS AIRES        ;HURLINGHAM                    ;HURLINGHAM;ROCA PRESIDENTE GENERAL JULIO ARGENTINO                                                     ;1008;COTAR MARIEL;11;4665-0484;4662-1876;METROPOLITANA                 ;ZONA 5;;;METROPOLITANA                 ;B;SI;NO;NO;4171;COAR;4171;9250260171;;71025171;;;;;;;;;;;;;;2384;;;312;;;;;X;X
